;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65
10;1,45e-09;1,34e-08;1,36e-09;-1,52e-10;-1,38e-10;-1,58e-10;-1,38e-10;-3,09e-10;-1,54e-10;-5,3e-11;-1,57e-10;4,42e-08;2,68e-09;2,12e-07;5,59e-09;6,49e-08;7,66e-09;2,82e-08;2,37e-09;7,76e-09;7,4e-10;4e-09;4,5e-10;-2,23e-11;-2,14e-10;-1,17e-11;7,06e-09;2,82e-06;1,95e-08;2,44e-09;6,07e-10;1,59e-08;1,59e-09;-4,77e-11;-3,29e-11;2,31e-10;1,01e-10;1,17e-11;3,92e-10;1,38e-07;4,96e-09;3,67e-10;3,66e-09;7,22e-07;8,46e-09;2,77e-09;3,01e-10;-2,56e-10;-1,17e-11;-3,4e-10;-3,2e-10;-2,15e-10;-2,14e-10;-3,56e-10;-2,66e-10;-3,27e-10;-1,2e-10;-3,55e-10;-1,47e-10;-2,34e-10;-2,75e-10;-1,23e-10;-3,23e-10;-1,64e-10;-2,82e-10
11;1,37e-09;1,32e-08;1,45e-09;-7,53e-11;-1,2e-10;-8,06e-11;-1,99e-10;-1,97e-10;-1,22e-10;-2,05e-10;-2,17e-10;4,43e-08;2,94e-09;2,1e-07;5,55e-09;6,53e-08;7,7e-09;2,74e-08;1,99e-09;7,54e-09;7,77e-10;3,79e-09;4,24e-10;-1,25e-10;-1,2e-10;-1,39e-10;6,59e-09;2,8e-06;1,96e-08;2,44e-09;4,19e-10;1,52e-08;1,66e-09;2,1e-10;-3,39e-11;5,2e-11;-2,29e-10;-2,82e-10;3,52e-10;1,36e-07;4,66e-09;3,76e-10;3,83e-09;7,13e-07;8,48e-09;2,78e-09;5,93e-10;2,33e-11;-3,08e-11;-1,87e-10;-1,78e-10;-1,89e-10;-1,41e-10;-2,73e-10;-1,19e-10;-3,23e-10;-2,48e-10;-2,03e-10;-1,75e-10;-2,51e-10;-3,05e-10;-3,23e-10;-2,71e-10;-3,92e-10;-1,99e-10
12;1,31e-09;1,33e-08;1,05e-09;-2,57e-10;-1,35e-10;-2,86e-10;-1,92e-10;-2,55e-10;-2,55e-10;-1,44e-10;-3,32e-10;4,41e-08;2,56e-09;2,1e-07;5,45e-09;6,43e-08;7,73e-09;2,75e-08;2,37e-09;7,78e-09;4,9e-10;3,6e-09;3,61e-10;-1,58e-10;-9,33e-11;-1,83e-10;7,29e-09;2,77e-06;2e-08;2,32e-09;4,26e-10;1,52e-08;1,46e-09;4,24e-12;-1,77e-10;7,42e-11;-1,81e-10;-6,79e-11;3,71e-10;1,37e-07;4,8e-09;3,52e-10;3,9e-09;7,17e-07;8,43e-09;3e-09;6,43e-10;1,53e-10;-1,81e-10;-4,35e-11;-9,23e-11;-1,56e-10;-9,76e-11;-7,85e-11;-2,11e-10;-1,39e-10;-1,43e-10;-1,07e-10;-2,82e-10;-3,48e-10;-5,09e-11;-2,47e-10;-3,73e-10;-2,7e-10;-1,95e-10
13;1,59e-09;1,32e-08;1,38e-09;-6,57e-11;-3,61e-11;-9,33e-11;-2,13e-10;-1,17e-11;-2,12e-10;-8,91e-11;9,01e-11;4,37e-08;2,73e-09;2,09e-07;5,56e-09;6,43e-08;7,64e-09;2,71e-08;2,44e-09;7,73e-09;8,23e-10;3,99e-09;6,94e-10;2,97e-11;-3,61e-11;1,18e-10;7,66e-09;2,76e-06;2,01e-08;2,65e-09;6,99e-10;1,54e-08;1,58e-09;2,7e-10;-7,21e-11;3,22e-10;-1,06e-11;-2,65e-11;5,63e-10;1,37e-07;4,91e-09;4,03e-10;3,96e-09;7,25e-07;8,48e-09;2,75e-09;4,76e-10;-3,61e-11;-4,14e-11;-1,31e-10;-2,76e-11;-5,3e-11;-1,06e-12;-9,12e-11;-1,4e-10;-5,73e-11;8,59e-11;-2,35e-10;-1,77e-10;-4,77e-11;-5,51e-11;-2,41e-10;-4,67e-11;-1,44e-10;-1,7e-11
14;1,38e-09;1,3e-08;1,14e-09;-2,08e-10;-3,22e-10;-3,46e-10;-2,6e-10;-1,65e-10;-9,65e-11;-1,48e-10;-2,3e-10;4,35e-08;2,57e-09;2,09e-07;5,6e-09;6,47e-08;7,46e-09;2,65e-08;2,27e-09;7,62e-09;7,53e-10;3,65e-09;2,36e-10;-1,52e-10;-2,43e-10;-9,54e-11;7,44e-09;2,78e-06;1,98e-08;2,53e-09;3,96e-10;1,5e-08;1,35e-09;1,16e-10;-1,98e-10;3,5e-10;-2,25e-10;-7,74e-11;4,18e-10;1,37e-07;4,79e-09;2,74e-10;3,75e-09;7,21e-07;8,19e-09;2,73e-09;2,91e-10;-1,09e-10;-1,37e-10;-2,18e-10;-5,62e-11;-1,36e-10;-1,38e-10;-1,07e-10;-2,71e-10;-1,63e-10;-1,99e-10;-8,7e-11;-2,06e-10;-2,75e-10;-1,37e-10;-2,48e-10;-2,42e-10;-2,29e-10;-2,82e-10
15;1,41e-09;1,28e-08;1,33e-09;-8,91e-11;-2,31e-10;-3,29e-10;-3,98e-10;-3,5e-10;-2,51e-10;-2,27e-10;-2,96e-10;4,35e-08;2,73e-09;2,1e-07;5,41e-09;6,47e-08;7,43e-09;2,66e-08;2,13e-09;7,8e-09;6,56e-10;3,84e-09;5,39e-10;-1,97e-10;-2,79e-10;-2,96e-10;7,47e-09;2,78e-06;2,01e-08;2,41e-09;5,46e-10;1,53e-08;1,54e-09;1,06e-12;-8,38e-11;3,32e-10;-1,8e-11;-7,42e-11;5,09e-10;1,37e-07;4,95e-09;3,38e-10;3,81e-09;7,25e-07;8,8e-09;2,7e-09;5,01e-10;-1,8e-11;-2,12e-11;2,12e-11;-1,53e-10;-2,91e-10;-4,45e-11;-2,43e-10;-1,01e-10;-1,73e-10;-8,7e-11;-1,72e-10;-3,04e-10;-1,65e-10;-1,72e-10;-2,63e-10;-3,71e-10;-3,58e-10;-3,43e-10
16;1,21e-09;1,28e-08;1,28e-09;-2,41e-10;-1,33e-10;-2,41e-10;-1,66e-10;-1,86e-10;-3,58e-10;-3,47e-10;-1,51e-10;4,36e-08;2,65e-09;2,06e-07;5,28e-09;6,47e-08;7,3e-09;2,67e-08;1,99e-09;7,6e-09;6,95e-10;3,93e-09;2,41e-10;-3,08e-10;-2,64e-10;-2,38e-10;7,05e-09;2,78e-06;1,93e-08;2,55e-09;2,42e-10;1,52e-08;1,28e-09;-5,2e-11;-2,46e-10;-1,06e-12;-2,94e-10;-1,48e-10;2,34e-10;1,37e-07;4,71e-09;3,32e-10;4,03e-09;7,2e-07;8,66e-09;2,63e-09;5,14e-10;5,62e-11;-1,7e-10;-2,23e-10;-2,28e-10;-2,92e-10;-2,47e-10;-2,15e-10;-2,39e-10;-2,07e-10;-3,5e-10;-7,95e-11;-3,09e-10;-1,06e-10;-3,88e-10;-2,65e-10;-2,55e-10;-3,05e-10;-3,21e-10
17;1,43e-09;1,3e-08;1,06e-09;3,82e-11;-3,61e-11;-1,85e-10;-2,79e-10;-3e-10;-1,38e-10;-1,24e-10;-1,07e-10;4,4e-08;2,41e-09;2,08e-07;5,46e-09;6,46e-08;7,2e-09;2,65e-08;2e-09;7,6e-09;6,92e-10;3,55e-09;3,16e-10;-1,66e-10;-1,72e-10;-2,6e-10;7,44e-09;2,78e-06;1,98e-08;2,59e-09;3,73e-10;1,52e-08;1,54e-09;-1,45e-10;-1,01e-10;1,31e-10;-1,44e-10;-1,94e-10;3,81e-10;1,37e-07;4,52e-09;2,23e-10;3,89e-09;7,19e-07;8,3e-09;2,93e-09;4,24e-10;5,09e-11;-1,27e-11;-2,12e-12;-1,45e-10;-2,06e-10;-2,92e-10;-2,99e-10;-3,19e-10;-3,02e-10;-7,64e-11;-2,55e-10;-2,38e-10;-1,97e-10;-2,21e-10;-1,68e-10;-1,07e-10;-1,73e-10;-1,66e-10
18;1,73e-09;1,31e-08;1,36e-09;-2,01e-11;-1,07e-10;-1,27e-10;-2,14e-10;2,44e-11;-8,17e-11;-1,59e-11;-1,27e-11;4,33e-08;2,86e-09;2,12e-07;5,71e-09;6,52e-08;7,59e-09;2,61e-08;2,18e-09;7,47e-09;5,77e-10;3,92e-09;7,21e-10;-9,76e-11;-3,13e-10;-5,41e-11;6,67e-09;2,8e-06;1,98e-08;2,51e-09;6,88e-10;1,56e-08;1,73e-09;1,25e-10;-8,17e-11;2,52e-10;-3,61e-11;3,5e-11;4,11e-10;1,36e-07;4,82e-09;4,02e-10;3,83e-09;7,23e-07;8,62e-09;2,71e-09;3,33e-10;-8,7e-11;4,03e-11;-1,07e-10;-1,7e-10;-1,04e-10;-1,4e-10;-7,21e-11;-2,6e-10;-9,23e-11;-1,82e-10;-2,9e-10;1,91e-11;-2,52e-10;-2,7e-10;-3,08e-11;-1,5e-10;-9,65e-11;-1,91e-10
19;1,42e-09;1,27e-08;1,09e-09;-9,01e-11;-1,74e-10;-1,65e-10;-1,18e-10;-2,29e-10;-1,4e-10;-1,89e-10;-2,77e-10;4,33e-08;2,57e-09;2,12e-07;5,49e-09;6,44e-08;7,25e-09;2,58e-08;2,22e-09;7,39e-09;5,45e-10;3,93e-09;3,23e-10;-1,73e-10;-3,68e-10;-2,95e-10;6,49e-09;2,78e-06;1,98e-08;2,43e-09;4,2e-10;1,54e-08;1,58e-09;1,06e-12;-2,44e-10;3,47e-10;-2,7e-10;-1,92e-10;3,7e-10;1,35e-07;5,01e-09;2,11e-10;3,53e-09;7,13e-07;8,47e-09;2,49e-09;4,32e-10;3,61e-11;-3,61e-11;-2,22e-10;-2,87e-10;-2,62e-10;-2,35e-10;-1,37e-10;-2,61e-10;-2,15e-10;-4,44e-10;-3,05e-10;-2,62e-10;-2,87e-10;-1,92e-10;-3,14e-10;-2,55e-10;-2,62e-10;-1,34e-10
20;1,27e-09;1,26e-08;1,05e-09;-6,47e-11;-1,5e-10;-2,05e-10;-3,09e-10;-4e-10;-3,21e-10;-2,18e-10;-2,63e-10;4,34e-08;2,65e-09;2,1e-07;5,39e-09;6,45e-08;7,06e-09;2,57e-08;1,98e-09;7,17e-09;7,9e-10;3,87e-09;1,47e-10;-3,45e-10;-2,03e-10;-2,16e-10;6,18e-09;2,78e-06;1,95e-08;2,5e-09;4,05e-10;1,5e-08;1,44e-09;-3,92e-11;-3,63e-10;2,86e-10;-9,33e-11;-1,85e-10;3,37e-10;1,35e-07;4,59e-09;2,47e-10;3,41e-09;7,12e-07;8,6e-09;2,7e-09;4,46e-10;-7,32e-11;-3,09e-10;-1,86e-10;-2,46e-10;-2,77e-10;-4,24e-11;-9,97e-11;-4,09e-10;-2,13e-10;-1,47e-10;-1,89e-10;-2,52e-10;-3,38e-10;-1,81e-10;-3,15e-10;-3,34e-10;-3,13e-10;-3,92e-10
21;1,72e-09;1,23e-08;1,28e-09;-2,73e-10;-2,11e-10;-2,67e-10;1,59e-11;-2,13e-10;-1,56e-10;-2,79e-10;-4,56e-11;4,38e-08;2,61e-09;2,09e-07;5,48e-09;6,49e-08;7,23e-09;2,55e-08;2,21e-09;7,56e-09;6,31e-10;3,77e-09;2,34e-10;-1,75e-10;-1,53e-10;-4,98e-11;7,1e-09;2,77e-06;1,95e-08;2,37e-09;4,59e-10;1,48e-08;1,65e-09;3,71e-11;-1,42e-10;1,62e-10;-1,64e-10;-2,84e-10;2,8e-10;1,35e-07;4,81e-09;5,17e-10;3,92e-09;7,16e-07;8,29e-09;2,63e-09;4,96e-10;-5,3e-12;-6,79e-11;-8,17e-11;-2,59e-10;-2,97e-10;-2,64e-10;-2,73e-10;-4,68e-10;-2,7e-10;-2,11e-10;-2,05e-10;-3,79e-10;-2,17e-10;-2,32e-10;-2,93e-10;-1,37e-10;-2,05e-10;-3,01e-10
22;1,48e-09;1,19e-08;1,15e-09;-8,8e-11;-8,27e-11;-3,19e-10;-3,52e-10;-3,75e-10;-3,85e-10;-2,07e-10;-2,38e-10;4,36e-08;2,76e-09;2,08e-07;5,71e-09;6,48e-08;7,18e-09;2,54e-08;1,74e-09;7,51e-09;8,46e-10;3,87e-09;2,43e-10;-1,88e-10;-4,14e-11;-1,06e-10;6,32e-09;2,81e-06;1,94e-08;2,66e-09;4,61e-10;1,4e-08;1,4e-09;-1,47e-10;-2,76e-10;1,12e-10;-2,88e-10;-1,98e-10;2,45e-10;1,35e-07;4,69e-09;-4,67e-11;3,71e-09;7,1e-07;8,5e-09;2,64e-09;4,4e-10;-6,79e-11;-9,86e-11;-1,55e-10;-2,75e-10;-2,91e-10;-2,52e-10;-2,22e-10;-3,76e-10;-1,95e-10;-2,76e-10;-1,98e-10;-2,62e-10;-2,73e-10;-3,11e-10;-3,03e-10;-3,37e-10;-1,99e-10;-3,7e-10
23;1,33e-09;1,27e-08;1,26e-09;-5,62e-11;1,43e-10;-1,18e-10;-1,01e-10;-9,65e-11;-2,13e-10;-2,83e-10;-2,61e-10;4,39e-08;2,57e-09;2,1e-07;5,48e-09;6,46e-08;7,21e-09;2,55e-08;2,22e-09;7,76e-09;9,13e-10;3,73e-09;4,06e-10;-1,69e-10;-9,86e-11;-9,12e-11;7,07e-09;2,77e-06;1,98e-08;2,66e-09;4,99e-10;1,43e-08;1,54e-09;1,29e-10;3,29e-11;3,28e-10;-8,17e-11;-9,33e-11;5,2e-10;1,39e-07;4,54e-09;4,54e-10;3,94e-09;7,21e-07;8,4e-09;3,18e-09;4,68e-10;2,73e-10;-1,47e-10;-1,74e-10;-2,97e-11;-1,31e-10;-2,1e-10;-8,91e-11;-2,57e-10;-2,39e-10;-1,2e-10;-5,09e-11;-1,31e-10;-1,89e-10;-3,4e-10;-1,73e-10;-2,77e-10;-2,06e-10;-1,99e-10
24;1,22e-09;1,19e-08;1,21e-09;-1,08e-10;-1,8e-10;-1,59e-10;-2,56e-10;-7,64e-11;-2,31e-10;-2,7e-10;-1,98e-10;4,41e-08;3e-09;2,07e-07;5,65e-09;6,5e-08;7,09e-09;2,53e-08;2,09e-09;7,13e-09;6,78e-10;3,5e-09;2,61e-10;-2,93e-10;-2,01e-11;-2,34e-10;6,99e-09;2,77e-06;1,92e-08;2,56e-09;5,28e-10;1,4e-08;1,61e-09;1,12e-10;-2,16e-10;7,42e-11;-2,56e-10;-2,26e-10;3,08e-10;1,22e-07;4,46e-09;3,15e-10;4,01e-09;7,2e-07;8,16e-09;2,79e-09;4,51e-10;5,2e-11;-1,24e-10;-3,2e-10;-3,92e-11;-1,75e-10;-1,77e-10;-2,8e-10;-2,44e-10;-2,55e-10;-2,24e-10;-3,09e-10;-2,53e-10;-3,69e-10;-2,15e-10;-2,11e-10;-2,2e-10;-2,12e-10;-1,62e-10
25;1,27e-09;1,21e-08;9,43e-10;-7,53e-11;-3,18e-11;-2,77e-10;-1,59e-10;-1,82e-10;-1,76e-10;-1,66e-10;-1,45e-10;4,35e-08;2,92e-09;2,09e-07;5,61e-09;6,43e-08;7,28e-09;2,47e-08;1,84e-09;6,43e-09;7,64e-10;3,66e-09;3,78e-10;-1,61e-10;-1,06e-10;-2,01e-11;6,99e-09;2,79e-06;1,98e-08;2,53e-09;2,66e-10;1,37e-08;1,28e-09;-8,48e-12;-6,15e-11;-1,04e-10;-1,97e-10;1,8e-11;5,83e-10;1,17e-07;4,21e-09;1,21e-10;3,96e-09;6,87e-07;7,89e-09;2,6e-09;6,26e-10;1,48e-11;-1,48e-11;-2,57e-10;-1,43e-10;-1,37e-10;-6,79e-11;-3,84e-10;-7,32e-11;-2,49e-10;-2,33e-10;-1,62e-10;-1,9e-10;-1,5e-10;-1,12e-10;-2,41e-10;-8,38e-11;-2,27e-10;-2,22e-10
26;1,39e-09;1,21e-08;1,2e-09;-8,48e-12;-2,77e-10;-2,77e-10;-2,55e-10;-1,75e-10;-9,65e-11;-3,83e-10;-2,64e-10;4,08e-08;2,78e-09;2,13e-07;5,69e-09;6,16e-08;7,15e-09;2,47e-08;2,03e-09;7,14e-09;7,84e-10;3,39e-09;2,81e-10;-1,9e-10;-8,59e-11;-5,62e-11;6,66e-09;2,81e-06;1,98e-08;2,41e-09;4,63e-10;1,38e-08;1,48e-09;-3,29e-11;-1,54e-10;3,7e-10;-2,56e-10;-8,48e-11;3,1e-10;1,33e-07;4,76e-09;1,61e-10;3,6e-09;6,82e-07;8,42e-09;2,81e-09;5,79e-10;2,01e-11;-1,91e-11;-2,68e-10;1,06e-12;-1,1e-10;-1,92e-10;-2,27e-10;-1,12e-10;-2,14e-10;-3,7e-10;-3,03e-10;-9,54e-11;-4,98e-11;-1,61e-10;-1,38e-10;-5,83e-11;-2,43e-10;-2,26e-10
27;1,38e-09;1,24e-08;1,27e-09;-9,01e-11;-6,79e-11;-1,65e-10;-1,36e-10;-1,5e-10;-8,17e-11;-2,4e-10;-2,16e-10;4,24e-08;2,62e-09;2,1e-07;5,59e-09;6,3e-08;6,81e-09;2,49e-08;1,96e-09;7,68e-09;6,45e-10;3,69e-09;8,27e-11;-9,44e-11;-1,23e-10;-1,47e-10;6,51e-09;2,8e-06;1,97e-08;2,4e-09;3,09e-10;1,45e-08;1,67e-09;-2,55e-11;-8,17e-11;2,45e-10;-1,11e-10;-1,38e-11;4,39e-10;1,37e-07;4,85e-09;2,92e-10;3,11e-09;7,02e-07;8,31e-09;2,68e-09;4,33e-10;-4,24e-11;-4,77e-11;-1,29e-10;-1,01e-10;-3,18e-11;-8,7e-11;-1,06e-10;-2,39e-10;-2,59e-10;-3,05e-10;-1,9e-10;-1,2e-10;-1,17e-10;-2,22e-10;-4,45e-11;-1,54e-10;-1,82e-10;-1,44e-10
